,player_record_idx,gmKey,pcode,ast,bs,defr,dk,dkA,ef,fb,fg,fgA,fgt,fgtA,fo,foul,ft,ftA,gd,idf,inout,inout1,offr,playMin,playSec,pp,ppA,pscore,stl,tf,threep,threepA,to,wft,woft,startFlag,tcode,rb,score,trueShooting,astRatio,rebRatio,gmRb,gameDate
13714,59421,S33G01N78,290280,3,0,0,0,0,0,0,4,9,4,12,0,1,0,0,0,0,1,2,3,22,48,3,6,6,2,0,0,3,0,0,1,1,35,3,8,0.333333,20.0,336.842,64.0,20181120
13715,59427,S33G01N78,290991,3,0,0,0,0,0,0,0,1,2,4,2,4,2,2,0,0,2,1,3,24,27,0,1,0,1,0,2,3,1,1,3,0,35,3,8,0.819672,33.7838,314.11,64.0,20181120
13716,59413,S33G01N78,291008,6,0,5,0,0,0,0,9,10,9,12,4,3,1,2,0,0,1,2,0,32,44,8,8,16,2,0,0,2,2,3,0,1,06,5,19,0.737578,28.7356,391.039,64.0,20181120
13717,59418,S33G01N78,291140,3,3,4,0,0,0,0,10,16,13,20,5,3,4,4,0,0,2,3,3,33,16,7,11,14,1,0,3,4,4,3,0,1,06,7,33,0.758272,10.4312,538.677,64.0,20181120
13718,59419,S33G01N78,291172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06,0,0,0.0,0.0,0.0,64.0,20181120
13719,59431,S33G01N78,291180,3,0,4,1,1,1,0,11,23,11,23,8,2,5,9,0,0,1,2,6,35,10,10,19,20,0,0,0,0,4,1,1,1,35,10,27,0.500742,8.83392,727.962,64.0,20181120
13720,59434,S33G01N79,290218,4,1,1,0,0,0,0,1,6,2,10,1,2,0,0,0,0,2,1,1,35,45,1,4,2,2,0,1,4,0,1,1,0,16,2,5,0.25,28.5714,192.448,86.0,20181121
13721,59446,S33G01N79,290261,9,0,13,0,0,0,0,2,11,2,12,5,0,4,4,0,0,4,5,1,35,47,0,2,0,1,0,0,1,4,0,0,1,55,14,8,0.290698,33.6323,1345.88,86.0,20181121
13722,59441,S33G01N79,290518,2,1,11,0,0,0,0,8,13,8,14,6,1,4,6,0,0,2,3,6,36,16,7,10,14,2,0,0,1,0,0,1,1,16,17,20,0.600962,10.7296,1612.5,86.0,20181121
13723,59454,S33G01N79,290784,2,2,0,0,0,0,0,0,0,0,1,2,4,0,0,1,0,4,3,1,22,16,0,0,0,0,0,0,1,1,1,3,0,55,1,0,0.0,50.0,154.491,86.0,20181121
13724,59442,S33G01N79,290985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0.0,0.0,0.0,86.0,20181121
13725,59461,S33G01N80,290524,5,0,10,3,3,0,0,13,18,13,18,4,3,0,0,0,0,1,1,1,37,34,10,11,20,1,0,0,0,2,3,0,1,10,11,26,0.722222,20.0,773.026,66.0,20181121
13726,59462,S33G01N80,290528,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,3,3,0,11,27,0,0,0,1,0,0,0,2,0,1,1,10,0,0,0.0,25.0,0.0,66.0,20181121
13727,59478,S33G01N80,291144,7,0,7,0,0,0,0,9,17,9,20,5,2,2,5,0,0,2,3,3,34,22,5,11,10,4,0,0,3,3,1,1,1,30,10,20,0.45045,21.7391,768.186,66.0,20181121
13728,59479,S33G01N80,291145,4,0,0,0,0,0,0,8,16,11,20,4,4,2,3,0,0,3,2,0,22,7,5,10,10,0,0,3,4,1,3,1,0,30,0,27,0.633208,15.1976,0.0,66.0,20181121
13729,59494,S33G01N81,290243,4,0,0,0,0,0,0,1,2,2,6,1,0,0,2,0,0,3,2,2,19,52,1,1,2,1,0,1,4,1,0,0,0,50,2,5,0.363372,33.67,257.718,64.0,20181122
13730,59497,S33G01N81,290505,1,0,2,0,0,0,0,5,7,5,9,4,1,1,2,0,0,2,2,1,25,36,2,2,4,2,0,0,2,0,1,0,1,50,3,11,0.55668,9.19118,300.0,64.0,20181122
13731,59487,S33G01N81,290991,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,18,44,0,0,0,1,0,0,0,2,1,1,1,35,0,0,0.0,71.4286,0.0,64.0,20181122
13732,59502,S33G01N81,291011,2,0,7,1,1,0,0,11,18,12,21,6,4,4,10,0,0,3,3,7,33,6,10,15,20,1,0,1,3,4,3,1,1,50,14,29,0.570866,6.36943,1082.78,64.0,20181122
13733,59491,S33G01N81,291180,2,1,4,1,1,0,0,9,22,9,22,9,4,12,16,0,0,2,2,5,38,41,7,16,14,4,0,0,0,3,4,0,1,35,9,30,0.516529,5.87544,595.605,64.0,20181122
13734,59504,S33G01N82,290114,0,0,1,0,0,0,0,0,2,1,5,0,2,0,0,0,0,3,3,2,13,29,0,1,0,0,0,1,3,0,1,1,1,65,3,3,0.3,0.0,640.791,72.0,20181122
13735,59520,S33G01N82,290450,4,1,10,0,0,0,0,10,16,10,16,5,1,3,3,0,0,4,4,3,36,44,5,8,10,0,0,0,0,3,1,0,1,70,13,23,0.663972,16.4474,1019.24,72.0,20181122
13736,59508,S33G01N82,290488,1,1,2,0,0,0,0,2,3,3,7,0,1,0,0,0,0,2,3,0,24,47,2,2,4,1,0,1,4,0,0,1,1,65,2,7,0.5,12.5,232.414,72.0,20181122
13737,59522,S33G01N82,290501,0,1,0,0,0,0,0,2,2,2,4,0,1,0,0,0,0,4,4,1,4,37,1,1,2,0,0,0,2,0,0,1,0,70,1,4,0.5,0.0,623.827,72.0,20181122
13738,59515,S33G01N82,291138,3,3,5,1,1,0,0,8,12,8,12,2,4,0,0,0,0,3,3,4,34,42,7,11,14,3,0,0,0,3,2,2,1,65,9,16,0.666667,16.6667,746.974,72.0,20181122
13739,59540,S33G01N83,250067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.0,0.0,0.0,77.0,20181123
13740,59530,S33G01N83,290284,1,0,5,0,0,0,0,3,4,8,11,2,2,1,2,0,0,2,3,0,27,28,3,4,6,2,0,5,7,0,0,2,1,30,5,22,0.925926,7.76398,560.68,77.0,20181123
13741,59535,S33G01N83,290785,3,0,3,0,0,0,0,0,1,1,2,2,1,0,0,0,0,3,3,1,22,29,0,1,0,0,0,1,1,2,1,0,1,30,4,3,0.75,42.8571,547.961,77.0,20181123
13742,59550,S33G01N83,291107,1,1,10,1,1,0,0,8,13,8,14,9,2,3,4,1,0,1,2,2,33,51,7,11,14,1,0,0,1,3,0,2,1,60,12,19,0.602792,5.06073,1091.88,77.0,20181123
13743,59538,S33G01N83,291144,7,0,5,1,1,0,0,8,16,8,17,4,2,1,5,0,0,1,2,7,35,40,6,10,12,3,0,0,1,2,0,2,1,30,12,17,0.442708,24.8227,1036.26,77.0,20181123
13744,59567,S33G01N84,290261,10,2,9,1,1,0,0,6,18,6,19,1,3,0,0,0,0,2,2,4,35,54,5,11,10,0,0,0,1,2,2,1,1,55,13,12,0.315789,32.2581,1202.23,83.0,20181123
13745,59570,S33G01N84,290485,1,0,5,0,0,0,0,7,14,7,14,4,0,1,3,0,0,1,1,4,37,48,6,11,12,1,0,0,0,1,0,0,1,55,9,15,0.489556,5.77367,790.476,83.0,20181123
13746,59574,S33G01N84,290784,3,1,2,0,0,0,0,0,0,1,2,3,2,0,0,0,0,1,1,0,16,54,0,0,0,2,0,1,2,1,0,2,1,55,2,3,0.75,50.0,392.899,83.0,20181123
13747,59558,S33G01N84,291008,7,0,2,0,0,0,0,5,6,5,10,2,0,0,0,0,0,1,2,4,27,12,3,4,6,0,0,0,4,3,0,0,1,06,6,10,0.5,35.0,732.353,83.0,20181123
13748,59563,S33G01N84,291140,2,2,9,1,1,0,0,11,20,11,24,3,3,2,4,0,0,1,1,4,36,49,9,14,18,0,0,0,4,4,3,0,1,06,13,24,0.465839,6.29723,1172.3,83.0,20181123
13749,59578,S33G01N85,290218,2,2,4,0,0,0,0,1,3,3,8,2,1,1,2,0,0,3,2,1,28,18,1,3,2,2,0,2,5,2,1,0,0,16,5,9,0.506757,15.528,508.834,72.0,20181124
13750,59583,S33G01N85,290507,5,1,0,0,0,1,0,1,3,2,7,3,5,1,2,0,0,3,4,0,23,35,1,2,2,6,0,1,4,5,2,3,1,16,0,6,0.380711,27.9642,0.0,72.0,20181124
13751,59584,S33G01N85,290518,5,1,9,0,0,0,0,10,13,10,14,6,3,6,8,0,0,3,4,5,31,46,10,13,20,0,0,0,1,2,2,1,1,16,14,26,0.742009,20.3915,1269.26,72.0,20181124
13752,59595,S33G01N85,290991,0,0,1,0,0,0,0,1,2,1,3,3,2,2,2,0,0,1,1,0,18,48,1,2,2,3,0,0,1,1,0,2,1,35,1,4,0.515464,0.0,153.191,72.0,20181124
13753,59599,S33G01N85,291180,3,0,7,1,1,0,0,11,21,11,21,3,5,1,4,0,0,2,3,6,38,25,10,17,20,1,0,0,0,4,3,2,1,35,13,23,0.505272,10.0806,974.577,72.0,20181124
13754,59612,S33G01N86,290114,0,0,3,0,0,0,0,0,1,1,4,4,2,1,2,0,0,4,5,0,15,56,0,1,0,0,0,1,3,0,1,1,1,65,3,4,0.409836,0.0,542.259,72.0,20181124
13755,59607,S33G01N86,290552,2,0,0,0,0,0,0,1,1,1,3,0,3,0,0,0,0,3,4,0,14,42,1,1,2,1,0,0,2,1,0,3,1,50,0,2,0.333333,33.3333,0.0,72.0,20181124
13756,59610,S33G01N86,291011,5,0,7,0,0,1,0,7,16,8,20,7,4,4,8,0,0,1,2,3,33,14,6,14,12,1,1,1,4,2,2,2,1,50,10,21,0.446429,16.3827,866.6,72.0,20181124
13757,59621,S33G01N86,291068,4,0,0,0,0,0,0,1,4,3,7,5,1,2,2,1,0,2,3,1,27,23,1,4,2,1,0,2,3,2,0,1,1,65,1,10,0.634518,28.8184,105.173,72.0,20181124
13758,59623,S33G01N86,291138,3,2,3,2,2,0,0,9,15,9,16,6,5,2,6,0,0,3,4,4,32,19,9,13,18,2,0,0,1,2,5,0,1,65,7,20,0.536481,12.6904,623.827,72.0,20181124
13759,59640,S33G01N87,290501,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0,0,0,8,7,0,16,22,0,1,0,1,0,0,2,0,2,0,0,70,0,0,0.0,0.0,0.0,68.0,20181124
13760,59629,S33G01N87,290528,0,0,2,0,0,0,0,0,1,1,2,1,3,0,0,0,0,1,2,0,7,26,0,1,0,0,0,1,1,2,1,2,1,10,2,3,0.75,0.0,731.839,68.0,20181124
13761,59641,S33G01N87,290548,1,0,2,0,0,0,0,2,5,4,12,7,1,1,4,0,0,4,4,0,31,53,1,4,2,2,0,2,7,1,0,1,1,70,2,11,0.399709,6.34518,170.622,68.0,20181124
13762,59632,S33G01N87,290987,3,0,3,1,1,0,0,4,5,4,5,2,4,3,3,0,0,3,3,1,19,41,4,5,8,0,0,0,0,2,1,3,0,10,4,11,0.870253,26.5018,552.752,68.0,20181124
13763,59647,S33G01N87,291139,3,4,6,2,2,0,0,15,25,15,33,11,4,10,14,0,0,2,2,5,39,12,15,22,30,3,0,0,8,2,4,0,1,70,11,40,0.510725,6.79348,763.265,68.0,20181124
13764,59635,S33G01N87,291143,5,0,8,0,0,0,0,7,15,9,19,8,3,5,8,0,0,1,0,3,32,39,6,12,12,1,0,2,4,5,3,0,0,10,11,25,0.555062,15.3752,916.386,68.0,20181124
13765,59648,S33G01N88,290118,0,0,3,0,0,0,0,1,3,1,3,1,0,1,1,0,0,4,3,2,10,4,1,2,2,0,0,0,0,1,0,0,0,30,5,3,0.436047,0.0,1331.13,67.0,20181125
13766,59663,S33G01N88,290261,8,0,7,0,0,0,0,8,15,8,15,8,3,5,8,0,0,5,5,2,32,15,5,10,10,2,0,0,0,3,2,1,1,55,9,21,0.566955,27.1003,747.907,67.0,20181125
13767,59650,S33G01N88,290284,1,0,4,0,0,0,0,4,6,7,14,0,3,0,0,0,0,3,4,1,34,3,2,4,4,2,0,3,8,0,2,1,1,30,5,17,0.607143,6.66667,393.539,67.0,20181125
13768,59665,S33G01N88,290351,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,2,0,7,44,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0.0,0.0,0.0,67.0,20181125
13769,59670,S33G01N88,290784,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,0,8,56,0,0,0,0,0,0,0,0,1,1,1,55,0,0,0.0,0.0,0.0,67.0,20181125
13770,59658,S33G01N88,291144,6,0,9,1,1,0,0,7,11,7,11,5,3,8,8,0,0,1,2,2,36,29,6,9,12,2,0,0,0,3,3,0,1,30,11,22,0.757576,25.5102,808.04,67.0,20181125
13771,59684,S33G01N89,250067,2,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,1,0,12,59,0,1,0,0,0,0,0,0,0,0,0,60,1,0,0.0,66.6667,187.933,61.0,20181125
13772,59678,S33G01N89,291008,7,0,1,0,0,0,0,3,7,5,9,2,3,3,3,0,0,2,2,0,32,9,3,3,6,3,0,2,2,3,1,2,1,06,1,15,0.726744,34.4488,75.8942,61.0,20181125
13773,59694,S33G01N89,291107,5,0,4,2,2,0,0,11,17,11,18,7,4,9,10,0,0,1,1,5,38,7,11,17,22,3,0,0,1,4,2,2,1,60,9,31,0.691964,15.9236,576.126,61.0,20181125
13774,59683,S33G01N89,291140,5,0,8,0,0,0,0,4,7,8,16,2,4,1,1,0,0,1,1,0,38,39,2,3,4,0,0,4,9,6,4,0,1,06,8,21,0.638686,18.2216,505.045,61.0,20181125
13775,59708,S33G01N90,220194,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,3,0,22,43,0,1,0,1,0,0,1,1,0,0,1,50,1,0,0.0,25.0,123.258,70.0,20181125
13776,59700,S33G01N90,290437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.0,0.0,0.0,70.0,20181125
13777,59701,S33G01N90,290528,2,0,2,0,0,0,0,0,0,2,3,2,1,0,0,1,0,3,4,1,17,52,0,0,0,0,0,2,3,0,0,1,1,10,3,6,1.0,40.0,470.149,70.0,20181125
13778,59702,S33G01N90,290567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.0,0.0,0.0,70.0,20181125
13779,59718,S33G01N90,291011,1,0,8,0,0,0,0,17,31,17,34,10,2,7,10,0,0,1,2,15,34,23,17,31,34,1,0,0,3,1,1,1,1,50,23,41,0.533854,2.47525,1873.0,70.0,20181125
13780,59732,S33G01N91,290118,0,0,1,0,0,0,0,0,1,0,1,2,0,3,4,0,0,3,3,1,7,14,0,1,0,0,0,0,0,0,0,0,0,30,2,3,0.543478,0.0,630.415,57.0,20181206
13781,59734,S33G01N91,290284,0,0,0,0,0,0,0,3,5,3,5,1,3,2,2,0,0,4,4,3,16,59,2,3,4,0,0,0,0,1,2,1,1,30,3,8,0.680272,0.0,402.748,57.0,20181206
13782,59725,S33G01N91,290434,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,9,42,0,0,0,0,0,0,0,3,0,0,0,16,2,0,0.0,0.0,470.103,57.0,20181206
13783,59728,S33G01N91,290518,1,2,10,1,1,0,0,11,13,12,14,1,1,0,0,0,0,2,3,2,32,50,11,12,22,3,0,1,1,0,1,0,1,16,12,25,0.892857,6.66667,833.299,57.0,20181206
13784,59731,S33G01N91,291133,3,1,3,0,0,0,0,3,5,3,9,5,2,3,4,0,0,3,2,0,20,44,2,4,4,1,0,0,4,3,2,0,0,16,3,9,0.418216,17.8998,329.904,57.0,20181206
13785,59741,S33G01N91,291144,6,0,6,0,0,0,0,7,15,7,16,1,1,1,2,0,0,3,4,1,31,59,5,9,10,1,0,0,1,1,1,0,1,30,7,15,0.444313,25.1256,499.01,57.0,20181206
13786,59746,S33G01N92,290261,1,1,6,0,0,0,0,3,7,4,8,5,1,0,0,0,0,2,2,0,23,52,3,5,6,1,0,1,1,3,1,0,0,55,6,9,0.5625,8.33333,824.581,82.0,20181206
13787,59750,S33G01N92,290485,0,1,5,0,0,0,0,6,14,6,14,4,3,2,2,0,0,1,2,2,35,52,5,9,10,0,0,0,0,0,2,1,1,55,7,14,0.47043,0.0,640.149,82.0,20181206
13788,59754,S33G01N92,290784,4,0,7,0,0,0,0,2,3,2,4,2,3,1,2,0,0,3,2,1,18,8,1,2,2,0,0,0,1,1,1,2,0,55,8,5,0.512295,40.4858,1447.06,82.0,20181206
13789,59762,S33G01N92,290790,5,1,4,0,0,0,0,1,3,2,10,3,1,3,4,0,0,3,3,1,25,41,1,2,2,1,0,1,7,1,0,1,0,65,5,8,0.340136,28.1532,638.546,82.0,20181206
13790,59765,S33G01N92,291068,3,1,1,0,0,0,0,2,6,2,6,1,4,3,3,0,0,2,2,0,20,27,1,4,2,1,0,0,0,2,1,3,1,65,1,7,0.478142,24.3506,160.391,82.0,20181206
13791,59767,S33G01N92,291138,1,4,11,1,1,0,0,5,10,5,10,3,0,1,4,0,0,2,3,5,25,38,5,10,10,1,0,0,0,1,0,0,1,65,16,11,0.467687,7.26744,2047.33,82.0,20181206
13792,59782,S33G01N93,290100,6,1,0,0,0,0,0,4,7,5,9,0,2,0,0,0,0,3,3,1,25,34,3,5,6,0,0,1,2,1,0,2,1,10,1,11,0.611111,37.5,87.6141,56.0,20181207
13793,59768,S33G01N93,290119,2,0,3,0,0,0,0,3,3,3,5,3,0,2,2,0,0,2,2,1,32,24,3,3,6,0,0,0,2,0,0,0,1,06,4,8,0.680272,25.3807,276.543,56.0,20181207
13794,59785,S33G01N93,290524,3,0,10,0,0,0,0,16,22,16,22,8,3,4,4,0,0,1,1,4,38,39,10,14,20,0,0,0,0,0,2,1,1,10,14,36,0.757576,11.2108,811.384,56.0,20181207
13795,59786,S33G01N93,290528,0,0,0,0,0,0,0,0,0,2,2,1,2,0,0,0,0,1,2,1,11,5,0,0,0,1,0,2,2,1,1,1,1,10,1,6,1.5,0.0,202.105,56.0,20181207
13796,59776,S33G01N93,291091,0,2,5,0,0,0,0,2,4,3,6,3,2,0,1,0,0,2,2,2,32,7,1,3,2,1,0,1,2,1,1,1,1,06,7,7,0.543478,0.0,488.22,56.0,20181207
13797,59792,S33G01N94,220194,1,0,2,0,0,0,0,1,1,2,3,1,3,3,3,0,0,2,2,1,22,32,1,1,2,1,0,1,2,1,2,1,1,50,3,8,0.925926,15.8228,298.225,56.0,20181207
13798,59807,S33G01N94,290450,6,0,4,0,0,0,0,6,9,6,9,6,3,6,6,1,0,3,3,2,30,37,4,5,8,4,0,0,0,2,2,1,1,70,6,18,0.773196,30.5499,438.977,56.0,20181207
13799,59800,S33G01N94,290750,5,1,2,2,2,0,0,3,4,3,4,2,2,2,2,0,0,4,4,3,31,27,3,3,6,1,0,0,0,1,0,2,1,50,5,8,0.819672,45.9559,356.121,56.0,20181207
13800,59813,S33G01N94,291008,9,0,2,0,0,0,0,5,8,8,11,3,4,0,0,1,0,2,2,1,35,24,5,7,10,3,0,3,3,1,3,1,1,70,3,19,0.863636,42.8571,189.831,56.0,20181207
13801,59802,S33G01N94,291011,3,1,5,5,5,0,0,11,19,13,24,5,4,5,7,0,0,1,1,6,37,11,10,18,20,3,0,2,5,10,0,4,1,50,11,33,0.609306,7.48503,662.662,56.0,20181207
13802,59821,S33G01N95,290434,1,0,1,0,0,0,0,0,0,1,3,2,3,2,2,0,0,2,1,0,14,43,0,0,0,0,0,1,3,1,2,1,0,16,1,5,0.64433,17.0068,206.569,76.0,20181208
13803,59824,S33G01N95,290518,1,1,7,0,0,0,0,7,8,7,8,4,3,4,8,0,0,1,2,1,34,39,7,8,14,3,0,0,0,1,1,2,1,16,8,18,0.78125,7.39645,701.876,76.0,20181208
13804,59835,S33G01N95,290979,0,0,8,0,0,0,0,5,8,5,8,3,0,4,6,0,0,2,1,3,22,41,4,7,8,2,0,0,0,0,0,0,0,35,11,14,0.657895,0.0,1474.21,76.0,20181208
13805,59836,S33G01N95,290991,2,0,0,0,0,0,0,0,2,0,5,2,3,2,2,1,0,4,3,1,19,43,0,2,0,0,0,0,3,1,1,2,0,35,1,2,0.170068,22.5225,154.184,76.0,20181208
13806,59839,S33G01N95,291180,3,0,8,0,0,0,0,14,23,14,23,8,5,2,7,0,0,1,2,8,37,19,11,18,22,0,0,0,0,4,4,1,1,35,16,30,0.575153,9.06892,1303.44,76.0,20181208
13807,59842,S33G01N96,290284,2,0,4,0,0,1,0,3,3,5,7,1,4,0,0,0,0,6,6,1,23,17,3,3,6,1,1,2,4,1,3,1,1,30,5,12,0.857143,20.0,601.288,70.0,20181208
13808,59854,S33G01N96,290380,2,0,1,0,0,0,0,1,4,1,7,1,1,0,1,0,0,3,3,0,20,18,1,4,2,0,0,0,3,2,1,0,0,65,1,2,0.134409,17.4825,137.931,70.0,20181208
13809,59846,S33G01N96,290785,0,0,1,0,0,0,0,2,3,2,4,0,5,0,0,0,0,5,6,0,18,51,2,2,4,0,0,0,1,0,5,0,1,30,1,4,0.5,0.0,148.541,70.0,20181208
13810,59860,S33G01N96,291001,2,0,4,0,0,1,0,1,5,1,6,1,5,0,0,0,0,3,4,2,24,23,1,4,2,2,0,0,1,1,4,1,1,65,6,2,0.166667,22.2222,688.995,70.0,20181208
13811,59863,S33G01N96,291138,1,1,9,2,2,0,0,11,18,11,18,5,1,6,8,0,0,1,2,5,36,24,10,16,20,3,0,0,0,4,1,0,1,65,14,28,0.650558,3.77074,1076.92,70.0,20181208
13812,59849,S33G01N96,291144,5,0,8,0,0,0,0,11,18,11,19,6,3,5,10,0,0,1,1,5,37,28,10,16,20,1,0,0,1,2,3,0,1,30,13,27,0.576923,16.4474,971.53,70.0,20181208
13813,59876,S33G01N97,250067,2,0,2,0,0,0,0,1,1,1,1,0,2,0,0,0,0,1,1,0,12,3,1,1,2,0,0,0,0,0,0,2,1,60,2,2,1.0,66.6667,471.369,71.0,20181208
13814,59866,S33G01N97,290261,4,1,8,1,2,0,0,8,16,9,21,4,3,6,6,0,0,2,3,3,35,37,7,13,14,1,0,1,5,7,1,2,1,55,11,25,0.528765,11.5473,877.117,71.0,20181208
13815,59879,S33G01N97,290381,1,0,0,0,0,0,0,2,5,5,13,6,3,3,4,1,0,3,4,0,29,12,2,5,4,0,0,3,8,2,1,2,1,60,0,16,0.542005,5.63063,0.0,71.0,20181208
13816,59872,S33G01N97,290784,0,0,0,0,0,0,0,1,1,1,1,0,2,0,0,0,0,3,2,2,5,46,1,1,2,0,0,0,0,0,1,1,0,55,2,2,1.0,0.0,984.971,71.0,20181208
13817,59886,S33G01N97,291107,3,0,8,2,2,1,0,7,15,8,18,8,5,1,4,2,0,1,2,9,37,44,7,14,14,2,1,1,3,6,1,4,1,60,17,18,0.455466,10.4312,1279.51,71.0,20181208
13818,59874,S33G01N97,291182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0.0,0.0,0.0,71.0,20181208
13819,59888,S33G01N98,290108,2,0,3,0,0,0,0,2,2,4,5,1,4,1,1,0,0,1,1,0,36,8,0,0,0,1,0,2,3,1,2,2,1,35,3,11,1.01103,23.6967,239.114,72.0,20181209
13820,59905,S33G01N98,290505,3,0,4,0,0,0,0,2,3,2,4,7,1,8,10,0,0,2,2,0,31,48,1,1,2,1,0,0,1,2,1,0,1,50,4,12,0.714286,22.3881,362.264,72.0,20181209
13821,59908,S33G01N98,290750,1,4,4,0,0,0,0,2,7,2,7,3,3,4,6,0,0,2,1,2,26,14,0,1,0,1,0,0,0,1,2,1,0,50,6,8,0.414938,8.59107,658.704,72.0,20181209
13822,59895,S33G01N98,290979,2,0,4,0,0,0,0,0,6,3,10,0,3,0,0,0,0,2,2,0,23,5,0,5,0,1,0,3,4,0,1,2,0,35,4,9,0.45,16.6667,499.061,72.0,20181209
13823,59910,S33G01N98,291011,1,1,11,0,0,0,0,11,18,12,23,9,3,6,8,0,0,2,2,5,36,29,9,16,18,0,0,1,5,3,1,2,1,50,16,31,0.584465,3.27654,1263.04,72.0,20181209
13824,59899,S33G01N98,291180,3,1,6,3,3,0,0,14,25,14,25,9,3,4,10,2,0,2,2,5,36,55,10,20,20,0,0,0,0,3,2,1,1,35,11,32,0.544218,8.47458,858.149,72.0,20181209
13825,59914,S33G01N99,290100,2,1,2,0,0,0,0,4,4,4,4,4,0,3,4,0,0,2,1,2,30,21,2,2,4,2,0,0,0,2,0,0,0,10,4,11,0.954861,20.4918,326.853,62.0,20181209
13826,59927,S33G01N99,290450,2,0,5,0,0,0,0,6,13,6,13,0,2,0,0,0,0,3,4,1,29,14,4,10,8,3,0,0,0,2,2,0,1,70,6,12,0.461538,11.7647,509.008,62.0,20181209
13827,59917,S33G01N99,290524,2,4,9,0,0,0,0,9,14,9,14,1,1,1,2,0,0,1,1,5,29,6,9,13,18,0,0,0,0,3,1,0,0,10,14,19,0.638441,10.0604,1193.13,62.0,20181209
13828,59919,S33G01N99,290742,1,0,0,0,0,0,0,1,3,1,3,0,0,0,0,0,0,1,2,0,6,31,1,2,2,0,0,0,0,1,0,0,1,10,0,2,0.333333,20.0,0.0,62.0,20181209
13829,59933,S33G01N99,291008,1,0,1,0,0,0,0,4,6,4,6,4,1,2,2,0,0,3,4,0,31,54,3,5,6,2,0,0,0,1,0,1,1,70,1,10,0.726744,11.2613,77.743,62.0,20181209
13830,59936,S33G01N100,290119,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,1,0,11,32,0,0,0,0,0,0,1,0,2,0,0,06,1,0,0.0,0.0,221.965,64.0,20181209
13831,59951,S33G01N100,290380,5,0,2,0,0,0,0,0,3,1,5,3,1,2,2,0,0,2,3,1,21,50,0,3,0,0,0,1,2,3,1,0,1,65,3,5,0.42517,36.0231,351.756,64.0,20181209
13832,59944,S33G01N100,291091,3,2,1,0,0,0,0,5,8,7,17,3,3,4,6,0,0,0,0,4,40,0,5,8,10,2,0,2,9,5,1,2,1,06,5,20,0.509165,10.8538,320.0,64.0,20181209
13833,59959,S33G01N100,291138,6,0,5,2,2,0,0,11,18,11,18,7,2,5,10,0,0,2,2,5,35,51,10,16,20,3,0,0,0,2,1,1,1,65,10,27,0.602679,19.7368,714.086,64.0,20181209
13834,59945,S33G01N100,291140,2,2,6,0,0,0,0,5,12,7,17,6,1,4,4,0,0,2,1,2,32,56,3,8,6,1,0,2,5,3,1,0,0,06,8,20,0.533049,8.41751,621.862,64.0,20181209
13835,59962,S33G01N101,290284,0,0,3,0,0,0,0,1,6,2,8,3,4,1,1,0,0,4,4,2,23,54,1,5,2,1,0,1,2,1,0,4,1,30,5,6,0.35545,0.0,594.142,71.0,20181211
13836,59979,S33G01N101,290552,3,0,0,0,0,0,0,1,4,1,4,1,2,0,0,0,0,4,5,0,20,53,1,4,2,0,0,0,0,1,1,1,1,50,0,2,0.25,37.5,0.0,71.0,20181211
13837,59965,S33G01N101,290744,0,0,0,0,0,0,0,2,2,2,3,1,1,1,1,0,0,4,3,1,11,6,2,2,4,0,0,0,1,1,0,1,0,30,1,5,0.726744,0.0,255.856,71.0,20181211
13838,59980,S33G01N101,290750,0,2,6,1,1,0,0,8,11,8,11,4,1,4,5,0,0,3,3,5,29,33,7,9,14,0,0,0,0,1,0,1,0,50,11,20,0.757576,0.0,1057.19,71.0,20181211
13839,59982,S33G01N101,291011,0,2,10,2,2,1,0,6,14,7,17,12,3,8,16,0,0,1,2,5,36,11,5,12,10,0,1,1,3,4,2,1,1,50,15,23,0.478369,0.0,1177.34,71.0,20181211
