,player_record_idx,gmKey,pcode,ast,bs,defr,dk,dkA,ef,fb,fg,fgA,fgt,fgtA,fo,foul,ft,ftA,gd,idf,inout,inout1,offr,playMin,playSec,pp,ppA,pscore,stl,tf,threep,threepA,to,wft,woft,startFlag,tcode,rb,score,trueShooting,astRatio,rebRatio,gmRb,gameDate
1697,7189,S18G01N41,290290,0,0,2,0,0,0,0,3,5,3,5,0,4,8,8,0,0,2,2,0,18,15,0,0,0,1,0,0,0,2,1,3,0,18,2,14,0.821596,0.0,280.548,64.0,20110117
1698,7191,S18G01N41,290359,6,0,3,0,0,0,0,0,1,0,1,0,3,2,2,0,0,3,4,0,22,18,0,0,0,2,0,0,0,3,1,2,1,18,3,2,0.531915,55.1471,344.395,64.0,20110117
1699,7193,S18G01N41,290361,3,0,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,3,3,1,22,24,0,0,0,4,0,1,4,1,0,0,1,18,3,3,0.375,37.5,342.857,64.0,20110117
1700,7216,S18G01N42,230079,5,0,5,0,0,0,0,3,8,3,9,0,4,2,2,0,0,0,0,0,40,0,0,0,0,2,0,0,1,2,3,1,1,24,5,8,0.404858,29.6209,320.0,64.0,20110117
1701,7210,S18G01N42,290281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0.0,0.0,0.0,64.0,20110117
1702,7211,S18G01N42,290302,0,0,0,0,0,0,0,4,5,5,6,0,1,1,2,0,0,1,0,0,12,58,0,0,0,1,0,1,1,0,1,0,0,22,0,12,0.872093,0.0,0.0,64.0,20110117
1703,7213,S18G01N42,290356,1,1,9,0,0,0,0,13,17,14,18,0,1,3,12,0,0,2,1,5,37,8,0,0,0,1,0,1,1,1,0,1,0,22,14,32,0.687285,3.9557,965.171,64.0,20110117
1704,7221,S18G01N42,290387,0,0,1,0,0,0,0,0,1,0,1,0,4,0,0,0,0,2,2,1,7,33,0,0,0,0,0,0,0,1,1,3,0,24,2,0,0.0,0.0,678.146,64.0,20110117
1705,7232,S18G01N43,250067,1,0,3,0,0,0,0,2,3,2,5,0,3,1,2,0,0,1,1,1,20,0,0,0,0,1,0,0,2,1,0,3,1,29,4,5,0.42517,12.6904,552.0,69.0,20110124
1706,7233,S18G01N43,290100,3,2,5,0,0,0,0,6,10,6,10,0,2,3,5,0,0,2,3,0,24,40,0,0,0,3,0,0,0,0,2,0,1,29,5,15,0.614754,19.7368,559.459,69.0,20110124
1707,7229,S18G01N43,290356,0,1,2,0,0,0,0,2,4,2,5,0,4,1,3,0,0,4,5,0,18,2,0,0,0,0,0,0,1,3,2,2,1,22,2,5,0.39557,0.0,306.1,69.0,20110124
1708,7231,S18G01N43,290358,3,0,0,0,0,0,0,0,4,0,5,0,2,0,0,0,0,2,1,1,8,28,0,0,0,1,0,0,1,1,2,0,0,22,1,0,0.0,33.3333,325.984,69.0,20110124
1709,7245,S18G01N44,290121,3,0,0,0,0,0,0,2,2,4,6,0,0,1,1,0,0,2,3,0,24,1,0,0,0,3,0,2,4,1,0,0,1,18,0,11,0.854037,28.7356,0.0,54.0,20110124
1710,7256,S18G01N44,290307,4,0,2,0,0,0,0,0,3,1,7,0,0,1,2,0,0,2,2,0,18,40,0,0,0,3,0,1,4,2,0,0,1,21,2,4,0.253807,28.8184,231.429,54.0,20110124
1711,7257,S18G01N44,290308,2,0,3,0,0,0,0,5,7,6,10,0,4,2,2,0,0,1,1,2,36,0,0,0,0,0,0,1,3,1,2,2,1,21,5,15,0.689338,14.4092,300.0,54.0,20110124
1712,7249,S18G01N44,290359,1,0,0,0,0,0,0,0,2,1,3,0,1,0,0,0,0,3,2,0,15,59,0,0,0,0,0,1,1,1,0,1,0,18,0,3,0.5,20.0,0.0,54.0,20110124
1713,7258,S18G01N44,290389,1,0,1,0,0,0,0,1,2,1,2,0,2,0,0,0,0,3,2,1,10,50,0,0,0,1,0,0,0,2,2,0,0,21,2,2,0.5,20.0,398.769,54.0,20110124
1714,7260,S18G01N45,220070,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,57,0,0,0,0,0,0,0,1,0,0,0,19,0,0,0.0,50.0,0.0,60.0,20110124
1715,7273,S18G01N45,230079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0.0,0.0,0.0,60.0,20110124
1716,7266,S18G01N45,290298,1,0,3,0,0,0,0,5,9,8,13,0,3,5,7,0,0,3,2,2,29,26,0,0,0,0,0,3,4,2,1,2,0,19,5,24,0.746269,5.24109,407.701,60.0,20110124
1717,7270,S18G01N45,290352,1,0,1,0,0,0,0,5,9,7,15,0,1,1,2,0,0,1,1,1,30,0,0,0,0,1,0,2,6,2,1,0,1,19,2,17,0.535264,5.29661,160.0,60.0,20110124
1718,7278,S18G01N45,290379,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,18,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0.0,0.0,0.0,60.0,20110124
1719,7281,S18G01N45,290387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0.0,0.0,0.0,60.0,20110124
1720,7292,S18G01N46,250067,3,0,1,0,0,0,0,1,2,1,3,0,3,0,0,0,0,1,2,0,14,50,0,0,0,0,0,0,1,1,0,3,1,29,1,2,0.333333,42.8571,191.461,71.0,20110207
1721,7285,S18G01N46,255076,6,1,0,0,0,0,0,2,6,2,8,0,3,0,0,0,0,3,4,1,25,42,0,0,0,1,0,0,2,2,1,2,1,22,1,4,0.25,37.5,110.506,71.0,20110207
1722,7293,S18G01N46,290100,1,0,8,0,0,0,0,4,7,4,7,0,0,6,10,0,0,1,1,5,32,11,0,0,0,3,0,0,0,1,0,0,1,29,13,14,0.614035,7.46269,1147.18,71.0,20110207
1723,7298,S18G01N46,290119,2,0,6,0,0,0,0,4,7,7,11,0,0,3,4,0,0,1,1,1,32,11,0,0,0,0,0,3,4,1,0,0,1,29,7,20,0.783699,12.6904,617.711,71.0,20110207
1724,7287,S18G01N46,290302,1,0,0,0,0,0,0,2,3,2,5,0,1,0,0,0,0,5,4,0,22,21,0,0,0,1,0,0,2,2,1,0,0,22,0,4,0.4,12.5,0.0,71.0,20110207
1725,7289,S18G01N46,290356,2,0,5,0,0,0,0,5,8,7,11,0,3,1,2,0,0,2,2,2,28,41,0,0,0,1,0,2,3,0,2,1,0,22,7,17,0.715488,14.4092,693.085,71.0,20110207
1726,7310,S18G01N47,290306,2,0,0,0,0,0,0,1,2,2,6,0,4,0,0,1,0,2,3,1,27,57,0,0,0,1,0,1,4,2,0,4,1,21,1,5,0.416667,20.0,74.4186,52.0,20110207
1727,7311,S18G01N47,290307,2,0,4,0,0,0,0,3,6,3,8,0,1,0,0,0,0,3,3,0,30,24,0,0,0,1,0,0,2,2,0,1,1,21,4,6,0.375,16.6667,273.684,52.0,20110207
1728,7306,S18G01N47,290359,2,0,3,0,0,0,0,1,3,2,5,0,2,1,1,0,0,0,0,1,40,0,0,0,0,2,0,1,2,3,0,2,1,18,4,6,0.551471,19.1571,208.0,52.0,20110207
1729,7307,S18G01N47,290360,0,2,3,0,0,0,0,3,6,4,9,0,4,2,4,0,0,0,0,2,40,0,0,0,0,0,0,1,3,1,2,2,1,18,5,11,0.511152,0.0,260.0,52.0,20110207
1730,7313,S18G01N47,290389,2,1,6,0,0,0,0,0,2,0,2,0,2,0,0,0,0,2,2,0,11,43,0,0,0,0,0,0,0,3,2,0,1,21,6,0,0.0,28.5714,1065.15,52.0,20110207
1731,7318,S18G01N48,220070,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,1,0,8,12,0,0,0,0,0,0,1,3,1,1,0,19,0,0,0.0,20.0,0.0,71.0,20110207
1732,7321,S18G01N48,255089,6,0,1,0,0,0,0,1,1,2,2,0,4,0,0,0,0,3,3,0,19,22,0,0,0,2,0,1,1,2,4,0,0,19,1,5,1.25,60.0,146.644,71.0,20110207
1733,7322,S18G01N48,290298,0,0,8,0,0,0,0,9,14,9,14,0,4,3,6,0,0,2,3,0,29,50,0,0,0,0,0,0,0,1,2,2,1,19,8,21,0.63101,0.0,761.564,71.0,20110207
1734,7330,S18G01N48,290379,1,1,5,0,0,0,0,2,4,8,16,0,4,7,8,0,0,1,2,2,35,13,0,0,0,1,0,6,12,4,1,3,1,24,7,29,0.742828,4.0783,564.505,71.0,20110207
1735,7332,S18G01N48,290387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0.0,0.0,0.0,71.0,20110207
1736,7333,S18G01N48,290388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0.0,0.0,0.0,71.0,20110207
1737,7342,S18G01N49,290298,1,0,2,1,2,0,0,6,9,7,10,0,3,3,4,0,0,3,2,1,17,19,0,0,0,0,0,1,1,2,1,2,0,19,3,18,0.765306,6.77507,388.065,56.0,20110209
1738,7351,S18G01N49,290306,3,0,5,0,0,0,0,1,2,2,9,0,4,4,4,1,0,1,1,1,38,56,0,0,0,2,0,1,7,4,2,2,1,21,6,9,0.418216,16.8919,345.205,56.0,20110209
1739,7352,S18G01N49,290307,4,0,3,0,0,0,0,9,12,9,13,0,4,4,6,0,0,1,1,4,39,19,0,0,0,1,0,0,1,2,3,1,1,21,7,22,0.703325,18.4843,398.813,56.0,20110209
1740,7354,S18G01N49,290389,3,0,3,0,0,0,0,7,15,7,15,0,4,3,4,0,0,2,2,4,35,40,0,0,0,0,0,0,0,3,2,2,1,21,7,17,0.50716,13.181,439.626,56.0,20110209
1741,7348,S18G01N49,290408,2,0,1,0,0,0,0,0,1,0,1,0,4,1,1,0,0,1,2,0,12,10,0,0,0,0,0,0,0,3,3,1,1,19,1,1,0.347222,31.0559,184.11,56.0,20110209
1742,7350,S18G01N49,290411,0,0,1,0,0,0,0,0,3,2,7,0,0,0,0,0,0,2,2,3,15,42,0,0,0,0,0,2,4,0,0,0,0,19,4,6,0.428571,0.0,570.701,56.0,20110209
1743,7357,S18G01N50,220195,3,2,4,0,0,0,0,3,9,6,15,0,1,2,4,0,0,0,0,3,40,0,0,0,0,3,0,3,6,6,1,0,1,18,7,17,0.50716,11.646,329.0,47.0,20110209
1744,7362,S18G01N50,250067,6,0,0,0,0,0,0,2,2,6,6,0,2,1,1,0,0,1,1,0,22,56,0,0,0,0,0,4,4,3,1,1,1,29,0,17,1.31988,38.8601,0.0,47.0,20110209
1745,7363,S18G01N50,290100,3,0,1,0,0,0,0,1,3,1,3,0,1,0,1,0,0,1,2,2,13,30,0,0,0,3,0,0,0,1,1,0,1,29,3,2,0.290698,40.3226,417.778,47.0,20110209
1746,7368,S18G01N50,290119,1,0,1,0,0,0,0,1,1,4,5,0,2,0,0,0,0,1,2,0,10,57,0,0,0,1,0,3,4,0,1,1,1,29,1,11,1.1,16.6667,171.689,47.0,20110209
1747,7359,S18G01N50,290359,8,0,3,0,0,0,0,2,5,3,9,0,3,0,0,1,0,0,0,2,40,0,0,0,0,1,0,1,4,2,2,1,1,18,5,7,0.388889,42.1053,235.0,47.0,20110209
1748,7361,S18G01N50,290361,6,0,2,0,0,0,0,4,5,8,12,0,1,1,2,0,0,0,0,0,40,0,0,0,0,1,0,4,7,3,0,1,1,18,2,21,0.815217,27.4223,94.0,47.0,20110209
1749,7374,S18G01N51,245070,2,2,5,0,0,0,0,6,10,6,11,0,4,0,0,0,0,4,4,1,18,55,0,0,0,0,0,0,1,2,2,2,1,22,6,12,0.545455,13.3333,862.731,68.0,20110209
1750,7376,S18G01N51,290302,6,0,2,0,0,0,0,1,6,1,9,0,3,2,2,0,0,1,1,0,37,58,0,0,0,1,0,0,3,5,2,1,1,22,2,4,0.202429,28.7356,143.284,68.0,20110209
1751,7379,S18G01N51,290358,4,0,3,0,0,0,0,5,6,5,7,0,4,0,1,0,0,1,1,0,37,0,0,0,0,0,0,0,1,5,2,2,1,22,3,10,0.672043,24.3309,220.541,68.0,20110209
1752,7386,S18G01N51,290420,2,2,3,0,0,0,0,3,7,7,18,0,4,0,0,0,0,2,2,3,24,54,0,0,0,1,0,4,11,2,3,1,1,24,6,18,0.5,9.09091,655.422,68.0,20110209
1753,7387,S18G01N51,290421,0,0,3,0,0,0,0,4,7,5,11,0,1,0,0,0,0,2,2,2,23,9,0,0,0,0,0,1,4,1,0,1,0,24,5,11,0.5,0.0,587.473,68.0,20110209
1754,7389,S18G01N51,290423,1,0,1,0,0,0,0,1,2,1,2,0,1,1,3,0,0,2,1,1,12,36,0,0,0,1,0,0,0,0,1,0,0,24,2,3,0.451807,23.1481,431.746,68.0,20110209
1755,7402,S18G01N52,250067,3,0,0,0,0,0,0,2,3,2,3,0,4,0,0,0,0,2,3,0,19,22,0,0,0,3,0,0,0,0,1,3,1,29,0,4,0.666667,50.0,0.0,69.0,20110211
1756,7394,S18G01N52,255089,0,0,1,0,0,1,0,1,1,1,2,0,2,0,0,0,0,2,2,1,12,20,0,0,0,1,1,0,1,2,1,1,1,19,2,2,0.5,0.0,447.568,69.0,20110211
1757,7403,S18G01N52,290100,3,4,5,0,0,0,0,7,9,7,9,0,1,1,3,1,0,1,2,4,25,12,0,0,0,0,0,0,0,0,0,1,1,29,9,15,0.726744,22.5225,985.714,69.0,20110211
1758,7408,S18G01N52,290119,2,0,5,0,0,0,0,4,7,7,13,0,2,3,5,1,0,2,3,4,22,51,0,0,0,0,0,3,6,0,2,0,1,29,9,20,0.657895,11.6279,1087.09,69.0,20110211
1759,7398,S18G01N52,290408,2,0,0,0,0,0,0,2,8,3,10,0,1,0,0,0,0,2,3,1,28,56,0,0,0,0,0,1,2,0,1,0,1,19,1,7,0.35,16.6667,95.3917,69.0,20110211
1760,7401,S18G01N52,290411,1,0,1,0,0,0,0,2,2,2,5,0,4,0,0,0,0,4,2,0,15,37,0,0,0,0,0,0,3,2,4,0,0,19,1,4,0.4,12.5,176.734,69.0,20110211
1761,7415,S18G01N53,290307,9,1,3,0,0,0,0,12,14,12,14,0,4,2,2,0,0,0,0,1,40,0,0,0,0,5,0,0,0,2,1,3,1,21,4,26,0.873656,34.7759,300.0,75.0,20110211
1762,7422,S18G01N53,290388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0.0,0.0,0.0,75.0,20110211
1763,7417,S18G01N53,290389,4,2,6,0,1,0,0,3,10,3,10,0,2,6,11,0,0,0,0,6,40,0,0,0,0,0,0,0,0,5,1,1,1,21,12,12,0.404313,16.7785,900.0,75.0,20110211
1764,7418,S18G01N53,290419,4,0,7,0,0,0,0,1,5,4,13,0,2,1,2,0,0,0,0,1,40,0,0,0,0,2,0,3,8,3,1,1,1,21,8,12,0.432277,19.1571,600.0,75.0,20110211
1765,7423,S18G01N53,290420,1,1,5,0,0,0,0,3,4,3,7,0,4,3,4,0,0,1,2,4,21,32,0,0,0,1,0,0,3,3,3,1,1,24,9,9,0.513699,7.83699,1253.87,75.0,20110211
1766,7425,S18G01N53,290422,4,0,3,0,0,0,0,4,6,8,16,0,3,8,8,0,0,0,0,3,40,0,0,0,0,1,0,4,10,1,1,2,1,24,6,28,0.717213,16.3132,450.0,75.0,20110211
1767,7428,S18G01N54,220195,3,0,8,0,0,0,0,2,3,5,10,0,2,4,8,0,0,0,0,0,40,0,0,0,0,1,0,3,7,4,1,1,1,18,8,17,0.628698,14.6199,472.0,59.0,20110211
1768,7440,S18G01N54,290356,0,3,2,0,0,0,0,6,8,6,10,0,3,4,5,1,0,7,7,3,23,8,0,0,0,0,0,0,2,3,0,3,1,22,5,16,0.655738,0.0,510.086,59.0,20110211
1769,7441,S18G01N54,290357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0.0,0.0,0.0,59.0,20110211
1770,7442,S18G01N54,290358,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,7,49,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0.0,0.0,0.0,59.0,20110211
1771,7431,S18G01N54,290359,3,0,2,0,0,0,0,5,5,6,7,0,4,0,0,0,0,3,3,1,24,55,0,0,0,2,0,1,2,1,1,3,1,18,3,13,0.928571,27.2727,284.147,59.0,20110211
1772,7433,S18G01N54,290361,6,0,5,0,0,0,0,4,5,5,7,0,1,2,4,0,0,1,2,1,34,26,0,0,0,1,0,1,2,2,1,0,1,18,6,13,0.742009,35.7995,411.229,59.0,20110211
1773,7455,S18G01N55,290281,0,1,8,0,0,0,0,8,8,8,8,0,3,1,2,1,0,3,3,2,30,5,0,0,0,1,0,0,0,1,2,1,1,22,10,17,0.957207,0.0,744.598,56.0,20110214
1774,7449,S18G01N55,290306,1,0,4,0,0,0,0,2,4,5,12,0,4,2,2,0,0,0,1,1,35,11,0,0,0,0,0,3,8,1,2,2,1,21,5,15,0.582298,6.72043,318.333,56.0,20110214
1775,7458,S18G01N55,290357,1,0,3,0,0,0,0,2,4,2,4,0,2,0,0,0,0,4,3,1,10,14,0,0,0,1,0,0,0,0,1,1,0,22,4,4,0.5,20.0,875.57,56.0,20110214
1776,7452,S18G01N55,290389,1,0,3,0,0,0,0,6,9,6,9,0,3,1,5,0,0,0,0,1,40,0,0,0,0,0,0,0,0,5,1,2,1,21,4,13,0.580357,5.81395,224.0,56.0,20110214
1777,7464,S18G01N55,290429,4,0,2,0,0,0,0,4,7,4,9,0,1,0,0,0,0,4,4,1,23,51,0,0,0,0,0,0,2,4,1,0,1,22,3,8,0.444444,23.5294,281.761,56.0,20110214
1778,7454,S18G01N55,650017,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,3,5,0,0,0,1,0,0,0,1,0,1,0,21,0,0,0.0,33.3333,0.0,56.0,20110214
1779,7478,S18G01N56,255089,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,3,35,0,0,0,0,1,0,0,1,1,0,0,19,1,0,0.0,66.6667,546.977,49.0,20110214
1780,7466,S18G01N56,290266,5,0,3,0,0,0,0,16,20,16,20,0,2,7,9,0,0,2,3,7,38,18,0,0,0,0,0,0,0,5,0,2,1,18,10,39,0.813856,14.7232,511.749,49.0,20110214
1781,7468,S18G01N56,290359,1,0,3,0,0,0,0,2,3,4,6,0,2,3,6,0,0,2,2,0,30,9,0,0,0,1,0,2,3,1,0,2,1,18,3,13,0.752315,9.3985,195.025,49.0,20110214
1782,7481,S18G01N56,290407,0,0,2,0,0,0,0,7,10,9,14,0,2,0,0,0,0,1,1,0,30,21,0,0,0,6,0,2,4,2,0,2,1,19,2,20,0.714286,0.0,129.16,49.0,20110214
1783,7482,S18G01N56,290408,2,0,4,0,0,0,0,2,3,2,3,0,3,0,0,0,0,2,2,0,25,22,0,0,0,0,0,0,0,1,1,2,1,19,4,4,0.666667,33.3333,309.067,49.0,20110214
1784,7473,S18G01N56,290416,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,2,0,0,36,0,0,0,0,0,0,0,0,0,0,0,18,0,2,1.0,0.0,0.0,49.0,20110214
1785,7498,S18G01N57,250067,4,0,5,0,0,0,0,2,2,3,5,0,2,2,2,0,0,1,1,0,25,48,0,0,0,0,0,1,3,1,1,1,1,29,5,9,0.765306,36.7647,689.922,89.0,20110214
1786,7499,S18G01N57,290100,3,1,9,0,0,0,0,6,9,6,9,0,1,3,4,0,0,1,2,5,24,14,0,0,0,0,0,0,0,0,0,1,1,29,14,15,0.697026,21.8023,2056.67,89.0,20110214
1787,7504,S18G01N57,290119,2,1,4,0,0,0,0,4,6,4,9,0,2,4,5,0,0,2,3,1,19,46,0,0,0,1,0,0,3,0,0,2,1,29,5,12,0.535714,15.1515,900.506,89.0,20110214
1788,7492,S18G01N57,290388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0.0,0.0,0.0,89.0,20110214
1789,7493,S18G01N57,290420,1,0,6,0,0,0,0,1,3,1,10,0,2,4,4,1,0,3,2,1,21,48,0,0,0,1,0,0,7,2,1,1,0,24,7,6,0.255102,6.77507,1143.12,89.0,20110214
1790,7495,S18G01N57,290422,1,0,1,0,0,0,0,4,11,4,11,0,3,0,0,0,0,0,1,1,31,25,0,0,0,0,0,0,0,1,1,2,1,24,2,8,0.363636,7.69231,226.631,89.0,20110214
1791,7511,S18G01N58,290266,2,0,1,0,0,0,0,4,8,4,8,0,1,5,5,0,0,0,1,0,23,23,0,0,0,1,0,0,0,0,0,1,1,18,1,13,0.637255,16.3934,104.348,61.0,20110216
1792,7514,S18G01N58,290361,2,0,4,0,0,0,0,1,3,5,7,0,1,0,0,0,0,0,1,0,34,7,0,0,0,2,0,4,4,1,0,1,1,18,4,14,1.0,20.0,286.077,61.0,20110216
1793,7521,S18G01N58,290387,3,0,5,0,0,0,0,1,2,1,2,0,4,0,0,1,0,0,0,2,40,0,0,0,0,0,0,0,0,2,1,3,1,24,7,2,0.5,42.8571,427.0,61.0,20110216
1794,7517,S18G01N58,290416,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,2,5,53,0,0,0,0,0,0,0,1,0,0,0,18,2,0,0.0,25.0,829.462,61.0,20110216
1795,7523,S18G01N58,290421,3,0,6,0,0,0,0,7,10,9,17,0,4,1,1,0,0,1,2,2,32,54,0,0,0,1,0,2,7,3,3,1,1,24,8,21,0.602064,12.7986,593.313,61.0,20110216
1796,7528,S18G01N59,255077,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,1,2,11,27,0,0,0,0,0,0,0,0,0,0,1,19,3,0,0.0,0.0,649.782,62.0,20110216
1797,7529,S18G01N59,255089,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,1,0,9,50,0,0,0,0,0,0,1,0,0,0,0,19,1,0,0.0,0.0,252.203,62.0,20110216
1798,7538,S18G01N59,290281,0,2,7,0,0,0,0,3,3,3,3,0,2,0,1,0,0,2,2,1,25,46,0,0,0,0,0,0,0,1,1,1,1,22,8,6,0.872093,0.0,769.987,62.0,20110216
1799,7541,S18G01N59,290357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0.0,0.0,0.0,62.0,20110216
1800,7544,S18G01N59,290429,2,0,3,0,0,0,0,2,3,2,6,0,4,2,2,0,0,2,3,0,33,30,0,0,0,0,0,0,3,1,1,3,1,22,3,6,0.436047,20.2429,222.09,62.0,20110216
1801,7552,S18G01N60,250067,1,0,3,0,0,0,0,1,2,1,2,0,4,2,2,0,0,1,1,0,20,58,0,0,0,0,0,0,0,1,3,1,1,29,3,4,0.694444,20.4918,423.529,74.0,20110216
1802,7553,S18G01N60,290100,1,1,6,0,0,0,0,5,7,5,7,0,1,0,0,0,0,1,2,0,15,21,0,0,0,0,0,0,0,2,0,1,1,29,6,10,0.714286,10.0,1157.0,74.0,20110216
1803,7558,S18G01N60,290119,0,0,3,0,0,0,0,1,2,3,7,0,2,0,0,0,0,1,1,0,10,36,0,0,0,0,0,2,5,1,0,2,0,29,3,8,0.571429,0.0,837.736,74.0,20110216
1804,7546,S18G01N60,290306,0,0,0,0,0,0,0,4,9,7,19,0,2,0,1,0,0,1,1,0,37,59,0,0,0,0,0,3,10,1,1,1,1,21,0,17,0.437243,0.0,0.0,74.0,20110216
1805,7549,S18G01N60,290389,2,0,9,0,0,0,0,7,16,7,16,0,3,1,3,0,0,0,0,5,40,0,0,0,0,2,0,0,0,2,2,1,1,21,14,15,0.433025,9.38086,1036.0,74.0,20110216
1806,7551,S18G01N60,650017,2,0,2,0,0,0,0,6,11,6,14,0,4,6,7,0,0,2,2,1,29,56,0,0,0,0,0,0,3,1,2,2,1,21,3,18,0.526932,9.96016,296.659,74.0,20110216
1807,7567,S18G01N61,290359,3,0,3,0,0,0,0,0,0,1,3,0,3,2,2,0,0,1,2,0,30,45,0,0,0,2,0,1,3,2,2,1,1,18,3,5,0.64433,33.7838,210.732,54.0,20110218
1808,7569,S18G01N61,290361,4,0,1,0,0,0,0,0,0,1,1,0,4,1,1,0,0,3,3,0,22,56,0,0,0,1,0,1,1,0,0,4,1,18,1,4,1.38889,73.5294,94.186,54.0,20110218
1809,7576,S18G01N61,290387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0.0,0.0,0.0,54.0,20110218
1810,7572,S18G01N61,290416,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,2,2,0,1,11,0,0,0,0,0,0,0,0,0,2,0,18,0,1,0.568182,0.0,0.0,54.0,20110218
1811,7578,S18G01N61,290420,2,0,2,0,0,1,0,0,4,4,10,0,4,2,2,0,0,2,3,3,31,1,0,0,0,1,1,4,6,1,1,3,1,24,5,14,0.643382,14.4092,348.2,54.0,20110218
1812,7580,S18G01N61,290422,8,0,2,0,0,0,0,2,2,2,6,0,4,4,4,1,0,0,1,2,38,52,0,0,0,1,0,0,4,5,2,2,1,24,4,8,0.515464,38.5356,222.298,54.0,20110218
1813,7595,S18G01N62,245070,0,2,3,0,0,0,0,7,8,7,8,0,3,1,1,0,0,5,4,2,20,16,0,0,0,0,0,0,0,6,0,3,0,22,5,15,0.888626,0.0,572.368,58.0,20110218
1814,7587,S18G01N62,255089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0.0,0.0,0.0,58.0,20110218
1815,7596,S18G01N62,290281,0,4,4,0,0,0,0,0,1,0,1,0,4,0,0,0,0,3,4,4,27,2,0,0,0,1,0,0,0,0,2,2,1,22,8,0,0.0,0.0,686.56,58.0,20110218
1816,7588,S18G01N62,290298,2,0,3,0,0,0,0,10,17,10,19,0,3,4,4,0,0,1,1,4,38,4,0,0,0,1,0,0,2,3,1,2,1,19,7,24,0.578035,7.76398,426.62,58.0,20110218
1817,7590,S18G01N62,290407,1,0,0,0,0,0,0,4,8,4,9,0,1,3,3,0,0,1,0,0,32,51,0,0,0,0,0,0,1,1,1,0,0,19,0,11,0.532946,8.11688,0.0,58.0,20110218
1818,7604,S18G01N62,290429,1,0,3,0,0,0,0,0,0,0,0,0,4,1,2,0,0,7,7,0,12,55,0,0,0,1,0,0,0,0,2,2,0,22,3,1,0.568182,53.1915,538.839,58.0,20110218
1819,7611,S18G01N63,250067,1,0,0,0,0,0,0,2,3,2,4,0,1,2,4,0,0,1,1,0,20,0,0,0,0,1,0,0,1,0,1,0,1,29,0,6,0.520833,14.7929,0.0,79.0,20110218
1820,7612,S18G01N63,290100,3,0,3,0,0,0,0,5,6,5,6,0,1,1,2,0,0,1,2,1,20,0,0,0,0,0,0,0,0,1,0,1,1,29,4,11,0.799419,27.5735,632.0,79.0,20110218
1821,7607,S18G01N63,290389,2,0,10,1,1,0,0,7,13,7,13,0,3,7,11,0,0,0,0,7,40,0,0,0,0,1,0,0,0,3,3,0,1,21,17,21,0.588565,8.75657,1343.0,79.0,20110218
1822,7608,S18G01N63,290419,5,1,3,0,0,0,0,2,8,4,13,0,4,0,0,0,0,0,0,5,40,0,0,0,0,0,0,2,5,1,2,2,1,21,8,10,0.384615,26.3158,632.0,79.0,20110218
